region,civilstånd,ålder,kön,år,Folkmängd
00 Riket,ogifta,0 år,män,1968,56772.0
00 Riket,ogifta,0 år,män,1969,54602.0
00 Riket,ogifta,0 år,män,1970,55464.0
00 Riket,ogifta,0 år,män,1971,57559.0
00 Riket,ogifta,0 år,män,1972,57702.0
00 Riket,ogifta,0 år,män,1973,55821.0
00 Riket,ogifta,0 år,män,1974,56142.0
00 Riket,ogifta,0 år,män,1975,52862.0
00 Riket,ogifta,0 år,män,1976,50402.0
00 Riket,ogifta,0 år,män,1977,49337.0
00 Riket,ogifta,0 år,män,1978,47585.0
00 Riket,ogifta,0 år,män,1979,49137.0
00 Riket,ogifta,0 år,män,1980,49623.0
00 Riket,ogifta,0 år,män,1981,48016.0
00 Riket,ogifta,0 år,män,1982,47658.0
00 Riket,ogifta,0 år,män,1983,47204.0
00 Riket,ogifta,0 år,män,1984,48140.0
00 Riket,ogifta,0 år,män,1985,50558.0
00 Riket,ogifta,0 år,män,1986,52177.0
00 Riket,ogifta,0 år,män,1987,53345.0
00 Riket,ogifta,0 år,män,1988,57645.0
00 Riket,ogifta,0 år,män,1989,59530.0
00 Riket,ogifta,0 år,män,1990,63526.0
00 Riket,ogifta,0 år,män,1991,63469.0
00 Riket,ogifta,0 år,män,1992,63013.0
00 Riket,ogifta,0 år,män,1993,59979.0
00 Riket,ogifta,0 år,män,1994,57173.0
00 Riket,ogifta,0 år,män,1995,53020.0
00 Riket,ogifta,0 år,män,1996,48505.0
00 Riket,ogifta,0 år,män,1997,46320.0
00 Riket,ogifta,0 år,män,1998,46011.0
00 Riket,ogifta,0 år,män,1999,45309.0
00 Riket,ogifta,0 år,män,2000,46764.0
00 Riket,ogifta,0 år,män,2001,47214.0
00 Riket,ogifta,0 år,män,2002,49275.0
00 Riket,ogifta,0 år,män,2003,51138.0
00 Riket,ogifta,0 år,män,2004,52037.0
00 Riket,ogifta,0 år,män,2005,52135.0
00 Riket,ogifta,0 år,män,2006,54684.0
00 Riket,ogifta,0 år,män,2007,55427.0
00 Riket,ogifta,0 år,män,2008,56528.0
00 Riket,ogifta,0 år,män,2009,57720.0
00 Riket,ogifta,0 år,män,2010,59496.0
00 Riket,ogifta,0 år,män,2011,57359.0
00 Riket,ogifta,0 år,män,2012,58309.0
00 Riket,ogifta,0 år,män,2013,58649.0
00 Riket,ogifta,0 år,män,2014,59584.0
00 Riket,ogifta,0 år,män,2015,59994.0
00 Riket,ogifta,0 år,män,2016,61005.0
00 Riket,ogifta,0 år,män,2017,59899.0
00 Riket,ogifta,0 år,män,2018,60032.0
00 Riket,ogifta,0 år,män,2019,59476.0
00 Riket,ogifta,0 år,män,2020,58485.0
00 Riket,ogifta,0 år,män,2021,58692.0
00 Riket,ogifta,0 år,män,2022,54095.0
00 Riket,ogifta,0 år,män,2023,51536.0
00 Riket,ogifta,0 år,kvinnor,1968,53988.0
00 Riket,ogifta,0 år,kvinnor,1969,51311.0
00 Riket,ogifta,0 år,kvinnor,1970,52800.0
00 Riket,ogifta,0 år,kvinnor,1971,54424.0
00 Riket,ogifta,0 år,kvinnor,1972,54514.0
00 Riket,ogifta,0 år,kvinnor,1973,52850.0
00 Riket,ogifta,0 år,kvinnor,1974,53146.0
00 Riket,ogifta,0 år,kvinnor,1975,50254.0
00 Riket,ogifta,0 år,kvinnor,1976,47854.0
00 Riket,ogifta,0 år,kvinnor,1977,46591.0
00 Riket,ogifta,0 år,kvinnor,1978,45395.0
00 Riket,ogifta,0 år,kvinnor,1979,46777.0
00 Riket,ogifta,0 år,kvinnor,1980,47165.0
00 Riket,ogifta,0 år,kvinnor,1981,45921.0
00 Riket,ogifta,0 år,kvinnor,1982,45067.0
00 Riket,ogifta,0 år,kvinnor,1983,44414.0
00 Riket,ogifta,0 år,kvinnor,1984,45490.0
00 Riket,ogifta,0 år,kvinnor,1985,47638.0
00 Riket,ogifta,0 år,kvinnor,1986,49495.0
00 Riket,ogifta,0 år,kvinnor,1987,51111.0
00 Riket,ogifta,0 år,kvinnor,1988,54247.0
00 Riket,ogifta,0 år,kvinnor,1989,56317.0
00 Riket,ogifta,0 år,kvinnor,1990,60478.0
00 Riket,ogifta,0 år,kvinnor,1991,59884.0
00 Riket,ogifta,0 år,kvinnor,1992,59569.0
00 Riket,ogifta,0 år,kvinnor,1993,57394.0
00 Riket,ogifta,0 år,kvinnor,1994,54811.0
00 Riket,ogifta,0 år,kvinnor,1995,50052.0
00 Riket,ogifta,0 år,kvinnor,1996,46478.0
00 Riket,ogifta,0 år,kvinnor,1997,43860.0
00 Riket,ogifta,0 år,kvinnor,1998,43223.0
00 Riket,ogifta,0 år,kvinnor,1999,43058.0
00 Riket,ogifta,0 år,kvinnor,2000,43950.0
00 Riket,ogifta,0 år,kvinnor,2001,44439.0
00 Riket,ogifta,0 år,kvinnor,2002,46751.0
00 Riket,ogifta,0 år,kvinnor,2003,48092.0
00 Riket,ogifta,0 år,kvinnor,2004,49053.0
00 Riket,ogifta,0 år,kvinnor,2005,49420.0
00 Riket,ogifta,0 år,kvinnor,2006,51594.0
00 Riket,ogifta,0 år,kvinnor,2007,52330.0
00 Riket,ogifta,0 år,kvinnor,2008,53136.0
00 Riket,ogifta,0 år,kvinnor,2009,54400.0
00 Riket,ogifta,0 år,kvinnor,2010,56414.0
00 Riket,ogifta,0 år,kvinnor,2011,54755.0
00 Riket,ogifta,0 år,kvinnor,2012,55178.0
00 Riket,ogifta,0 år,kvinnor,2013,55359.0
00 Riket,ogifta,0 år,kvinnor,2014,56296.0
00 Riket,ogifta,0 år,kvinnor,2015,55884.0
00 Riket,ogifta,0 år,kvinnor,2016,58018.0
00 Riket,ogifta,0 år,kvinnor,2017,56715.0
00 Riket,ogifta,0 år,kvinnor,2018,56807.0
00 Riket,ogifta,0 år,kvinnor,2019,55907.0
00 Riket,ogifta,0 år,kvinnor,2020,55104.0
00 Riket,ogifta,0 år,kvinnor,2021,55971.0
00 Riket,ogifta,0 år,kvinnor,2022,51091.0
00 Riket,ogifta,0 år,kvinnor,2023,49120.0
00 Riket,ogifta,1 år,män,1968,61812.0
00 Riket,ogifta,1 år,män,1969,58036.0
00 Riket,ogifta,1 år,män,1970,55662.0
00 Riket,ogifta,1 år,män,1971,55975.0
00 Riket,ogifta,1 år,män,1972,58138.0
00 Riket,ogifta,1 år,män,1973,57175.0
00 Riket,ogifta,1 år,män,1974,56044.0
00 Riket,ogifta,1 år,män,1975,56587.0
00 Riket,ogifta,1 år,män,1976,53396.0
00 Riket,ogifta,1 år,män,1977,50863.0
00 Riket,ogifta,1 år,män,1978,49622.0
00 Riket,ogifta,1 år,män,1979,47868.0
00 Riket,ogifta,1 år,män,1980,49484.0
00 Riket,ogifta,1 år,män,1981,49944.0
00 Riket,ogifta,1 år,män,1982,48233.0
00 Riket,ogifta,1 år,män,1983,47879.0
00 Riket,ogifta,1 år,män,1984,47478.0
00 Riket,ogifta,1 år,män,1985,48540.0
00 Riket,ogifta,1 år,män,1986,50965.0
00 Riket,ogifta,1 år,män,1987,52593.0
00 Riket,ogifta,1 år,män,1988,53779.0
00 Riket,ogifta,1 år,män,1989,58123.0
00 Riket,ogifta,1 år,män,1990,59978.0
00 Riket,ogifta,1 år,män,1991,63840.0
00 Riket,ogifta,1 år,män,1992,63809.0
00 Riket,ogifta,1 år,män,1993,63198.0
00 Riket,ogifta,1 år,män,1994,60098.0
00 Riket,ogifta,1 år,män,1995,57319.0
00 Riket,ogifta,1 år,män,1996,53175.0
00 Riket,ogifta,1 år,män,1997,48628.0
00 Riket,ogifta,1 år,män,1998,46514.0
00 Riket,ogifta,1 år,män,1999,46291.0
00 Riket,ogifta,1 år,män,2000,45641.0
00 Riket,ogifta,1 år,män,2001,47187.0
00 Riket,ogifta,1 år,män,2002,47631.0
00 Riket,ogifta,1 år,män,2003,49687.0
00 Riket,ogifta,1 år,män,2004,51460.0
00 Riket,ogifta,1 år,män,2005,52476.0
00 Riket,ogifta,1 år,män,2006,52730.0
00 Riket,ogifta,1 år,män,2007,55242.0
00 Riket,ogifta,1 år,män,2008,56162.0
00 Riket,ogifta,1 år,män,2009,57188.0
00 Riket,ogifta,1 år,män,2010,58366.0
00 Riket,ogifta,1 år,män,2011,60199.0
00 Riket,ogifta,1 år,män,2012,58059.0
00 Riket,ogifta,1 år,män,2013,59039.0
00 Riket,ogifta,1 år,män,2014,59489.0
00 Riket,ogifta,1 år,män,2015,60640.0
00 Riket,ogifta,1 år,män,2016,61352.0
00 Riket,ogifta,1 år,män,2017,62531.0
00 Riket,ogifta,1 år,män,2018,60973.0
00 Riket,ogifta,1 år,män,2019,60993.0
00 Riket,ogifta,1 år,män,2020,60058.0
00 Riket,ogifta,1 år,män,2021,59195.0
00 Riket,ogifta,1 år,män,2022,59411.0
00 Riket,ogifta,1 år,män,2023,54656.0
00 Riket,ogifta,1 år,kvinnor,1968,58367.0
00 Riket,ogifta,1 år,kvinnor,1969,55295.0
00 Riket,ogifta,1 år,kvinnor,1970,52427.0
00 Riket,ogifta,1 år,kvinnor,1971,53452.0
00 Riket,ogifta,1 år,kvinnor,1972,55060.0
00 Riket,ogifta,1 år,kvinnor,1973,54243.0
00 Riket,ogifta,1 år,kvinnor,1974,53349.0
00 Riket,ogifta,1 år,kvinnor,1975,53820.0
00 Riket,ogifta,1 år,kvinnor,1976,50921.0
00 Riket,ogifta,1 år,kvinnor,1977,48469.0
00 Riket,ogifta,1 år,kvinnor,1978,46969.0
00 Riket,ogifta,1 år,kvinnor,1979,45802.0
00 Riket,ogifta,1 år,kvinnor,1980,47165.0
00 Riket,ogifta,1 år,kvinnor,1981,47633.0
00 Riket,ogifta,1 år,kvinnor,1982,46206.0
00 Riket,ogifta,1 år,kvinnor,1983,45323.0
00 Riket,ogifta,1 år,kvinnor,1984,44752.0
00 Riket,ogifta,1 år,kvinnor,1985,45859.0
00 Riket,ogifta,1 år,kvinnor,1986,48058.0
00 Riket,ogifta,1 år,kvinnor,1987,50033.0
00 Riket,ogifta,1 år,kvinnor,1988,51558.0
00 Riket,ogifta,1 år,kvinnor,1989,54752.0
00 Riket,ogifta,1 år,kvinnor,1990,56804.0
00 Riket,ogifta,1 år,kvinnor,1991,60819.0
00 Riket,ogifta,1 år,kvinnor,1992,60231.0
00 Riket,ogifta,1 år,kvinnor,1993,59770.0
00 Riket,ogifta,1 år,kvinnor,1994,57472.0
00 Riket,ogifta,1 år,kvinnor,1995,54988.0
00 Riket,ogifta,1 år,kvinnor,1996,50196.0
00 Riket,ogifta,1 år,kvinnor,1997,46664.0
00 Riket,ogifta,1 år,kvinnor,1998,44201.0
00 Riket,ogifta,1 år,kvinnor,1999,43599.0
00 Riket,ogifta,1 år,kvinnor,2000,43589.0
00 Riket,ogifta,1 år,kvinnor,2001,44441.0
00 Riket,ogifta,1 år,kvinnor,2002,45055.0
00 Riket,ogifta,1 år,kvinnor,2003,47392.0
00 Riket,ogifta,1 år,kvinnor,2004,48821.0
00 Riket,ogifta,1 år,kvinnor,2005,49715.0
00 Riket,ogifta,1 år,kvinnor,2006,50183.0
00 Riket,ogifta,1 år,kvinnor,2007,52289.0
00 Riket,ogifta,1 år,kvinnor,2008,53001.0
00 Riket,ogifta,1 år,kvinnor,2009,53714.0
00 Riket,ogifta,1 år,kvinnor,2010,55057.0
00 Riket,ogifta,1 år,kvinnor,2011,57043.0
00 Riket,ogifta,1 år,kvinnor,2012,55393.0
00 Riket,ogifta,1 år,kvinnor,2013,55884.0
00 Riket,ogifta,1 år,kvinnor,2014,56083.0
00 Riket,ogifta,1 år,kvinnor,2015,57292.0
00 Riket,ogifta,1 år,kvinnor,2016,57216.0
00 Riket,ogifta,1 år,kvinnor,2017,59444.0
00 Riket,ogifta,1 år,kvinnor,2018,57789.0
00 Riket,ogifta,1 år,kvinnor,2019,57783.0
00 Riket,ogifta,1 år,kvinnor,2020,56533.0
00 Riket,ogifta,1 år,kvinnor,2021,55855.0
00 Riket,ogifta,1 år,kvinnor,2022,56712.0
00 Riket,ogifta,1 år,kvinnor,2023,51598.0
00 Riket,ogifta,2 år,män,1968,62615.0
00 Riket,ogifta,2 år,män,1969,62390.0
00 Riket,ogifta,2 år,män,1970,58614.0
00 Riket,ogifta,2 år,män,1971,55694.0
00 Riket,ogifta,2 år,män,1972,55793.0
00 Riket,ogifta,2 år,män,1973,58027.0
00 Riket,ogifta,2 år,män,1974,57311.0
00 Riket,ogifta,2 år,män,1975,56323.0
00 Riket,ogifta,2 år,män,1976,56893.0
00 Riket,ogifta,2 år,män,1977,53634.0
00 Riket,ogifta,2 år,män,1978,50940.0
00 Riket,ogifta,2 år,män,1979,49702.0
00 Riket,ogifta,2 år,män,1980,47969.0
00 Riket,ogifta,2 år,män,1981,49457.0
00 Riket,ogifta,2 år,män,1982,49907.0
00 Riket,ogifta,2 år,män,1983,48214.0
00 Riket,ogifta,2 år,män,1984,48020.0
00 Riket,ogifta,2 år,män,1985,47635.0
00 Riket,ogifta,2 år,män,1986,48828.0
00 Riket,ogifta,2 år,män,1987,51222.0
00 Riket,ogifta,2 år,män,1988,52937.0
00 Riket,ogifta,2 år,män,1989,54177.0
00 Riket,ogifta,2 år,män,1990,58522.0
00 Riket,ogifta,2 år,män,1991,60241.0
00 Riket,ogifta,2 år,män,1992,63944.0
00 Riket,ogifta,2 år,män,1993,64062.0
00 Riket,ogifta,2 år,män,1994,63472.0
00 Riket,ogifta,2 år,män,1995,60036.0
00 Riket,ogifta,2 år,män,1996,57348.0
00 Riket,ogifta,2 år,män,1997,53142.0
00 Riket,ogifta,2 år,män,1998,48735.0
00 Riket,ogifta,2 år,män,1999,46652.0
00 Riket,ogifta,2 år,män,2000,46503.0
00 Riket,ogifta,2 år,män,2001,45911.0
00 Riket,ogifta,2 år,män,2002,47449.0
00 Riket,ogifta,2 år,män,2003,47852.0
00 Riket,ogifta,2 år,män,2004,49910.0
00 Riket,ogifta,2 år,män,2005,51641.0
00 Riket,ogifta,2 år,män,2006,52925.0
00 Riket,ogifta,2 år,män,2007,53140.0
00 Riket,ogifta,2 år,män,2008,55789.0
00 Riket,ogifta,2 år,män,2009,56635.0
00 Riket,ogifta,2 år,män,2010,57606.0
00 Riket,ogifta,2 år,män,2011,58808.0
00 Riket,ogifta,2 år,män,2012,60713.0
00 Riket,ogifta,2 år,män,2013,58721.0
00 Riket,ogifta,2 år,män,2014,59807.0
00 Riket,ogifta,2 år,män,2015,60292.0
00 Riket,ogifta,2 år,män,2016,61817.0
00 Riket,ogifta,2 år,män,2017,62258.0
00 Riket,ogifta,2 år,män,2018,63361.0
00 Riket,ogifta,2 år,män,2019,61598.0
00 Riket,ogifta,2 år,män,2020,61348.0
00 Riket,ogifta,2 år,män,2021,60596.0
00 Riket,ogifta,2 år,män,2022,59723.0
00 Riket,ogifta,2 år,män,2023,59590.0
00 Riket,ogifta,2 år,kvinnor,1968,59040.0
00 Riket,ogifta,2 år,kvinnor,1969,58949.0
00 Riket,ogifta,2 år,kvinnor,1970,55822.0
00 Riket,ogifta,2 år,kvinnor,1971,52520.0
00 Riket,ogifta,2 år,kvinnor,1972,53322.0
00 Riket,ogifta,2 år,kvinnor,1973,54993.0
00 Riket,ogifta,2 år,kvinnor,1974,54435.0
00 Riket,ogifta,2 år,kvinnor,1975,53617.0
00 Riket,ogifta,2 år,kvinnor,1976,54184.0
00 Riket,ogifta,2 år,kvinnor,1977,51269.0
00 Riket,ogifta,2 år,kvinnor,1978,48547.0
00 Riket,ogifta,2 år,kvinnor,1979,47075.0
00 Riket,ogifta,2 år,kvinnor,1980,45832.0
00 Riket,ogifta,2 år,kvinnor,1981,47171.0
00 Riket,ogifta,2 år,kvinnor,1982,47609.0
00 Riket,ogifta,2 år,kvinnor,1983,46255.0
00 Riket,ogifta,2 år,kvinnor,1984,45387.0
00 Riket,ogifta,2 år,kvinnor,1985,44887.0
00 Riket,ogifta,2 år,kvinnor,1986,46067.0
00 Riket,ogifta,2 år,kvinnor,1987,48286.0
00 Riket,ogifta,2 år,kvinnor,1988,50248.0
00 Riket,ogifta,2 år,kvinnor,1989,51905.0
00 Riket,ogifta,2 år,kvinnor,1990,55090.0
00 Riket,ogifta,2 år,kvinnor,1991,57016.0
00 Riket,ogifta,2 år,kvinnor,1992,60875.0
00 Riket,ogifta,2 år,kvinnor,1993,60443.0
00 Riket,ogifta,2 år,kvinnor,1994,60075.0
00 Riket,ogifta,2 år,kvinnor,1995,57484.0
00 Riket,ogifta,2 år,kvinnor,1996,54976.0
00 Riket,ogifta,2 år,kvinnor,1997,50204.0
00 Riket,ogifta,2 år,kvinnor,1998,46785.0
00 Riket,ogifta,2 år,kvinnor,1999,44356.0
00 Riket,ogifta,2 år,kvinnor,2000,43801.0
00 Riket,ogifta,2 år,kvinnor,2001,43868.0
00 Riket,ogifta,2 år,kvinnor,2002,44731.0
00 Riket,ogifta,2 år,kvinnor,2003,45352.0
00 Riket,ogifta,2 år,kvinnor,2004,47715.0
00 Riket,ogifta,2 år,kvinnor,2005,49157.0
00 Riket,ogifta,2 år,kvinnor,2006,50166.0
00 Riket,ogifta,2 år,kvinnor,2007,50657.0
00 Riket,ogifta,2 år,kvinnor,2008,52823.0
00 Riket,ogifta,2 år,kvinnor,2009,53495.0
00 Riket,ogifta,2 år,kvinnor,2010,54111.0
00 Riket,ogifta,2 år,kvinnor,2011,55477.0
00 Riket,ogifta,2 år,kvinnor,2012,57511.0
00 Riket,ogifta,2 år,kvinnor,2013,55839.0
00 Riket,ogifta,2 år,kvinnor,2014,56582.0
00 Riket,ogifta,2 år,kvinnor,2015,56834.0
00 Riket,ogifta,2 år,kvinnor,2016,58348.0
00 Riket,ogifta,2 år,kvinnor,2017,58123.0
00 Riket,ogifta,2 år,kvinnor,2018,60164.0
00 Riket,ogifta,2 år,kvinnor,2019,58432.0
00 Riket,ogifta,2 år,kvinnor,2020,58077.0
00 Riket,ogifta,2 år,kvinnor,2021,57016.0
00 Riket,ogifta,2 år,kvinnor,2022,56304.0
00 Riket,ogifta,2 år,kvinnor,2023,56917.0
00 Riket,ogifta,3 år,män,1968,62722.0
00 Riket,ogifta,3 år,män,1969,63195.0
00 Riket,ogifta,3 år,män,1970,62877.0
00 Riket,ogifta,3 år,män,1971,58613.0
00 Riket,ogifta,3 år,män,1972,55498.0
00 Riket,ogifta,3 år,män,1973,55674.0
00 Riket,ogifta,3 år,män,1974,58104.0
00 Riket,ogifta,3 år,män,1975,57532.0
00 Riket,ogifta,3 år,män,1976,56500.0
00 Riket,ogifta,3 år,män,1977,57090.0
00 Riket,ogifta,3 år,män,1978,53710.0
00 Riket,ogifta,3 år,män,1979,51014.0
00 Riket,ogifta,3 år,män,1980,49729.0
00 Riket,ogifta,3 år,män,1981,47965.0
00 Riket,ogifta,3 år,män,1982,49426.0
00 Riket,ogifta,3 år,män,1983,49904.0
00 Riket,ogifta,3 år,män,1984,48285.0
00 Riket,ogifta,3 år,män,1985,48142.0
00 Riket,ogifta,3 år,män,1986,47783.0
00 Riket,ogifta,3 år,män,1987,48996.0
00 Riket,ogifta,3 år,män,1988,51491.0
00 Riket,ogifta,3 år,män,1989,53401.0
00 Riket,ogifta,3 år,män,1990,54508.0
00 Riket,ogifta,3 år,män,1991,58791.0
00 Riket,ogifta,3 år,män,1992,60443.0
00 Riket,ogifta,3 år,män,1993,64275.0
00 Riket,ogifta,3 år,män,1994,64791.0
00 Riket,ogifta,3 år,män,1995,63492.0
00 Riket,ogifta,3 år,män,1996,59983.0
00 Riket,ogifta,3 år,män,1997,57334.0
00 Riket,ogifta,3 år,män,1998,53185.0
00 Riket,ogifta,3 år,män,1999,48893.0
00 Riket,ogifta,3 år,män,2000,46902.0
00 Riket,ogifta,3 år,män,2001,46749.0
00 Riket,ogifta,3 år,män,2002,46190.0
00 Riket,ogifta,3 år,män,2003,47680.0
00 Riket,ogifta,3 år,män,2004,48059.0
00 Riket,ogifta,3 år,män,2005,50081.0
00 Riket,ogifta,3 år,män,2006,52057.0
00 Riket,ogifta,3 år,män,2007,53368.0
00 Riket,ogifta,3 år,män,2008,53638.0
00 Riket,ogifta,3 år,män,2009,56210.0
00 Riket,ogifta,3 år,män,2010,56944.0
00 Riket,ogifta,3 år,män,2011,57971.0
00 Riket,ogifta,3 år,män,2012,59270.0
00 Riket,ogifta,3 år,män,2013,61260.0
00 Riket,ogifta,3 år,män,2014,59395.0
00 Riket,ogifta,3 år,män,2015,60662.0
00 Riket,ogifta,3 år,män,2016,61378.0
00 Riket,ogifta,3 år,män,2017,62825.0
00 Riket,ogifta,3 år,män,2018,63030.0
00 Riket,ogifta,3 år,män,2019,63965.0
00 Riket,ogifta,3 år,män,2020,61826.0
00 Riket,ogifta,3 år,män,2021,61724.0
00 Riket,ogifta,3 år,män,2022,60942.0
00 Riket,ogifta,3 år,män,2023,59738.0
00 Riket,ogifta,3 år,kvinnor,1968,59391.0
00 Riket,ogifta,3 år,kvinnor,1969,59557.0
00 Riket,ogifta,3 år,kvinnor,1970,59417.0
00 Riket,ogifta,3 år,kvinnor,1971,55838.0
00 Riket,ogifta,3 år,kvinnor,1972,52321.0
00 Riket,ogifta,3 år,kvinnor,1973,53244.0
00 Riket,ogifta,3 år,kvinnor,1974,55075.0
00 Riket,ogifta,3 år,kvinnor,1975,54658.0
00 Riket,ogifta,3 år,kvinnor,1976,53852.0
00 Riket,ogifta,3 år,kvinnor,1977,54405.0
00 Riket,ogifta,3 år,kvinnor,1978,51356.0
00 Riket,ogifta,3 år,kvinnor,1979,48622.0
00 Riket,ogifta,3 år,kvinnor,1980,47132.0
00 Riket,ogifta,3 år,kvinnor,1981,45859.0
00 Riket,ogifta,3 år,kvinnor,1982,47173.0
00 Riket,ogifta,3 år,kvinnor,1983,47602.0
00 Riket,ogifta,3 år,kvinnor,1984,46284.0
00 Riket,ogifta,3 år,kvinnor,1985,45493.0
00 Riket,ogifta,3 år,kvinnor,1986,45090.0
00 Riket,ogifta,3 år,kvinnor,1987,46306.0
00 Riket,ogifta,3 år,kvinnor,1988,48538.0
00 Riket,ogifta,3 år,kvinnor,1989,50667.0
00 Riket,ogifta,3 år,kvinnor,1990,52247.0
00 Riket,ogifta,3 år,kvinnor,1991,55338.0
00 Riket,ogifta,3 år,kvinnor,1992,57202.0
00 Riket,ogifta,3 år,kvinnor,1993,61157.0
00 Riket,ogifta,3 år,kvinnor,1994,61028.0
00 Riket,ogifta,3 år,kvinnor,1995,60080.0
00 Riket,ogifta,3 år,kvinnor,1996,57414.0
00 Riket,ogifta,3 år,kvinnor,1997,54994.0
00 Riket,ogifta,3 år,kvinnor,1998,50270.0
00 Riket,ogifta,3 år,kvinnor,1999,46880.0
00 Riket,ogifta,3 år,kvinnor,2000,44555.0
00 Riket,ogifta,3 år,kvinnor,2001,44027.0
00 Riket,ogifta,3 år,kvinnor,2002,44131.0
00 Riket,ogifta,3 år,kvinnor,2003,44934.0
00 Riket,ogifta,3 år,kvinnor,2004,45484.0
00 Riket,ogifta,3 år,kvinnor,2005,47890.0
00 Riket,ogifta,3 år,kvinnor,2006,49522.0
00 Riket,ogifta,3 år,kvinnor,2007,50530.0
00 Riket,ogifta,3 år,kvinnor,2008,51118.0
00 Riket,ogifta,3 år,kvinnor,2009,53263.0
00 Riket,ogifta,3 år,kvinnor,2010,53710.0
00 Riket,ogifta,3 år,kvinnor,2011,54473.0
00 Riket,ogifta,3 år,kvinnor,2012,55905.0
00 Riket,ogifta,3 år,kvinnor,2013,58024.0
00 Riket,ogifta,3 år,kvinnor,2014,56429.0
00 Riket,ogifta,3 år,kvinnor,2015,57297.0
00 Riket,ogifta,3 år,kvinnor,2016,57775.0
00 Riket,ogifta,3 år,kvinnor,2017,59233.0
00 Riket,ogifta,3 år,kvinnor,2018,58792.0
00 Riket,ogifta,3 år,kvinnor,2019,60716.0
00 Riket,ogifta,3 år,kvinnor,2020,58644.0
00 Riket,ogifta,3 år,kvinnor,2021,58325.0
00 Riket,ogifta,3 år,kvinnor,2022,57408.0
00 Riket,ogifta,3 år,kvinnor,2023,56352.0
00 Riket,ogifta,4 år,män,1968,62522.0
00 Riket,ogifta,4 år,män,1969,63150.0
00 Riket,ogifta,4 år,män,1970,63521.0
00 Riket,ogifta,4 år,män,1971,62885.0
00 Riket,ogifta,4 år,män,1972,58247.0
00 Riket,ogifta,4 år,män,1973,55362.0
00 Riket,ogifta,4 år,män,1974,55737.0
00 Riket,ogifta,4 år,män,1975,58261.0
00 Riket,ogifta,4 år,män,1976,57718.0
00 Riket,ogifta,4 år,män,1977,56672.0
00 Riket,ogifta,4 år,män,1978,57133.0
00 Riket,ogifta,4 år,män,1979,53719.0
00 Riket,ogifta,4 år,män,1980,51080.0
00 Riket,ogifta,4 år,män,1981,49716.0
00 Riket,ogifta,4 år,män,1982,47952.0
00 Riket,ogifta,4 år,män,1983,49414.0
00 Riket,ogifta,4 år,män,1984,50005.0
00 Riket,ogifta,4 år,män,1985,48367.0
00 Riket,ogifta,4 år,män,1986,48313.0
00 Riket,ogifta,4 år,män,1987,48020.0
00 Riket,ogifta,4 år,män,1988,49278.0
00 Riket,ogifta,4 år,män,1989,51917.0
00 Riket,ogifta,4 år,män,1990,53796.0
00 Riket,ogifta,4 år,män,1991,54750.0
00 Riket,ogifta,4 år,män,1992,58980.0
00 Riket,ogifta,4 år,män,1993,60773.0
00 Riket,ogifta,4 år,män,1994,65005.0
00 Riket,ogifta,4 år,män,1995,64813.0
00 Riket,ogifta,4 år,män,1996,63405.0
00 Riket,ogifta,4 år,män,1997,59976.0
00 Riket,ogifta,4 år,män,1998,57403.0
00 Riket,ogifta,4 år,män,1999,53295.0
00 Riket,ogifta,4 år,män,2000,49080.0
00 Riket,ogifta,4 år,män,2001,47174.0
00 Riket,ogifta,4 år,män,2002,47047.0
00 Riket,ogifta,4 år,män,2003,46438.0
00 Riket,ogifta,4 år,män,2004,47877.0
00 Riket,ogifta,4 år,män,2005,48207.0
00 Riket,ogifta,4 år,män,2006,50472.0
00 Riket,ogifta,4 år,män,2007,52417.0
00 Riket,ogifta,4 år,män,2008,53870.0
00 Riket,ogifta,4 år,män,2009,54073.0
00 Riket,ogifta,4 år,män,2010,56519.0
00 Riket,ogifta,4 år,män,2011,57288.0
00 Riket,ogifta,4 år,män,2012,58372.0
00 Riket,ogifta,4 år,män,2013,59825.0
00 Riket,ogifta,4 år,män,2014,61909.0
00 Riket,ogifta,4 år,män,2015,60196.0
00 Riket,ogifta,4 år,män,2016,61840.0
00 Riket,ogifta,4 år,män,2017,62332.0
00 Riket,ogifta,4 år,män,2018,63640.0
00 Riket,ogifta,4 år,män,2019,63535.0
00 Riket,ogifta,4 år,män,2020,64163.0
00 Riket,ogifta,4 år,män,2021,62173.0
00 Riket,ogifta,4 år,män,2022,62012.0
00 Riket,ogifta,4 år,män,2023,60841.0
00 Riket,ogifta,4 år,kvinnor,1968,59674.0
00 Riket,ogifta,4 år,kvinnor,1969,59805.0
00 Riket,ogifta,4 år,kvinnor,1970,59994.0
00 Riket,ogifta,4 år,kvinnor,1971,59362.0
00 Riket,ogifta,4 år,kvinnor,1972,55548.0
00 Riket,ogifta,4 år,kvinnor,1973,52202.0
00 Riket,ogifta,4 år,kvinnor,1974,53255.0
00 Riket,ogifta,4 år,kvinnor,1975,55223.0
00 Riket,ogifta,4 år,kvinnor,1976,54842.0
00 Riket,ogifta,4 år,kvinnor,1977,54057.0
00 Riket,ogifta,4 år,kvinnor,1978,54445.0
00 Riket,ogifta,4 år,kvinnor,1979,51413.0
00 Riket,ogifta,4 år,kvinnor,1980,48657.0
00 Riket,ogifta,4 år,kvinnor,1981,47082.0
00 Riket,ogifta,4 år,kvinnor,1982,45787.0
00 Riket,ogifta,4 år,kvinnor,1983,47156.0
